name,datetime,tempmax,tempmin,temp,humidity
Jaipur,30-09-2021,89.4,78.6,82.3,76.7
Jaipur,01-10-2021,89.6,77,83.1,72.7
Jaipur,02-10-2021,91.2,71.6,80.7,75.9
Jaipur,03-10-2021,91.4,75.2,83,72.8
Jaipur,04-10-2021,91.2,78.8,84.5,66.4
Jaipur,05-10-2021,91.7,78.6,84.5,65.8
Jaipur,06-10-2021,93.5,77,85.8,59.7
Jaipur,07-10-2021,95,77.6,85.3,50.9
Jaipur,08-10-2021,95,71.6,83.9,46.8
Jaipur,09-10-2021,96.8,71.6,84.7,44.3
Jaipur,10-10-2021,95.3,77,86.4,41.8
Jaipur,11-10-2021,95,73.4,84.3,50.2
Jaipur,12-10-2021,95,75.2,85.1,44.3
Jaipur,13-10-2021,93.2,74.5,83.2,34.7
Jaipur,14-10-2021,89.9,69.8,80.7,33.8
Jaipur,15-10-2021,93.2,69.8,80.9,44
Jaipur,16-10-2021,93.3,69.8,81.7,48.5
Jaipur,17-10-2021,89.7,76.6,82.9,64
Jaipur,18-10-2021,78.8,71.6,75,87.3
Jaipur,19-10-2021,87.8,66.2,77.4,65.6
Jaipur,20-10-2021,91.4,66.2,79,43.5
Jaipur,21-10-2021,89.6,69.8,79.8,32.5
Jaipur,22-10-2021,89.6,71.6,79.2,42.1
Jaipur,23-10-2021,86,68,76.8,52.5
Jaipur,24-10-2021,84.2,69.8,76.6,56.2
Jaipur,25-10-2021,86,68,76.7,52.1
Jaipur,26-10-2021,84.2,64.4,75,44.2
Jaipur,27-10-2021,84.3,64.4,74.6,39.4
Jaipur,28-10-2021,84.2,62.6,74,41.5
Jaipur,29-10-2021,84.2,60.8,73.2,39.2
Jaipur,30-10-2021,85.6,59,72.8,39.5
Jaipur,31-10-2021,87.8,60.6,74.3,37.8
Jaipur,01-11-2021,89.6,60.6,74.5,37.3
Jaipur,02-11-2021,87.8,62.6,73.9,38.5
Jaipur,03-11-2021,87.4,62.6,75.1,36.6
Jaipur,04-11-2021,83.8,60.8,72.4,39
Jaipur,05-11-2021,82,59,69.2,46.4
Jaipur,06-11-2021,86,57.2,71.1,42.3
Jaipur,07-11-2021,87.8,64.4,75.3,33.7
Jaipur,08-11-2021,86,60.8,73.2,39.2
Jaipur,09-11-2021,87.8,59,73.9,36.8
Jaipur,10-11-2021,86,59,72.7,39.2
Jaipur,11-11-2021,86,59,71.9,37.4
Jaipur,12-11-2021,84.2,59.1,71.2,34
Jaipur,13-11-2021,80.6,58.8,68.7,37.9
Jaipur,14-11-2021,80.7,55.4,67,40.4
Jaipur,15-11-2021,80.6,55.4,67,39.7
Jaipur,16-11-2021,78.9,53.6,65.8,41.1
Jaipur,17-11-2021,77.3,53.6,65.6,42.1
Jaipur,18-11-2021,73.4,59,66.3,51.1
Jaipur,19-11-2021,71.6,62.4,65.6,67.2
Jaipur,20-11-2021,73.4,62.6,66.9,75.4
Jaipur,21-11-2021,82.5,59,69.4,67.2
Jaipur,22-11-2021,82.4,59,70.4,36.8
Jaipur,23-11-2021,82.4,53.4,66.9,37.2
Jaipur,24-11-2021,82.4,53.6,66.8,39.1
Jaipur,25-11-2021,84.2,57,69.3,45.6
Jaipur,26-11-2021,84.5,59,71.1,54.1
Jaipur,27-11-2021,82.7,60.8,70.7,53.7
Jaipur,28-11-2021,80.9,59,69.6,53.6
Jaipur,29-11-2021,80.7,61.4,70,47
Jaipur,30-11-2021,80.6,55.4,66.1,40.7
Jaipur,01-12-2021,71.4,58.8,64.1,50.5
Jaipur,02-12-2021,68.1,57.5,63.7,58.5
Jaipur,03-12-2021,75.2,58.1,64.4,60
Jaipur,04-12-2021,76.2,55,65.4,59.6
Jaipur,05-12-2021,75.5,57.2,67.3,60.3
Jaipur,06-12-2021,77,61.1,69.1,60.2
Jaipur,07-12-2021,77,55.4,66,50.7
Jaipur,08-12-2021,73.7,53.6,62.9,48.6
Jaipur,09-12-2021,73.5,51.8,62.3,50.4
Jaipur,10-12-2021,75.2,49.8,62.4,51.9
Jaipur,11-12-2021,71.6,50,60.2,58.1
Jaipur,12-12-2021,69.9,50,59.7,58.4
Jaipur,13-12-2021,70.7,51.8,61.5,52.9
Jaipur,14-12-2021,71.6,59,63.3,55.8
Jaipur,15-12-2021,71.6,53.6,62.2,58.5
Jaipur,16-12-2021,69.8,57.2,61.9,61.6
Jaipur,17-12-2021,68,51.8,59.7,32.3
Jaipur,18-12-2021,69.8,41,55.6,40.4
Jaipur,19-12-2021,71.6,40.8,54.8,38.2
Jaipur,20-12-2021,71.6,44.4,56.7,37.6
Jaipur,21-12-2021,73.7,44.7,58.9,42.2
Jaipur,22-12-2021,77,48.2,60.9,48.1
Jaipur,23-12-2021,75.5,50,62.8,53.8
Jaipur,24-12-2021,75.2,53.6,63.5,58.9
Jaipur,25-12-2021,75.2,55.4,64.2,59.5
Jaipur,26-12-2021,72.5,55.4,63.7,64.9
Jaipur,27-12-2021,68,58.2,62.4,84.2
Jaipur,28-12-2021,62.6,53.6,59.7,76.9
Jaipur,29-12-2021,68.5,48.2,57.8,66.6
Jaipur,30-12-2021,68,44.6,56.7,51.9
Jaipur,31-12-2021,66.2,46.4,56.3,48
